steam_appid,website,support_url,support_email
32150,http://www.squarelogicgame.com,,
32160,http://mumbojumbo.com/games/Zombie_Bowl-O-Rama,,
32200,http://www.metaldrift.com,,
32310,http://www.lucasarts.com/,,
32330,http://www.legoindianajonesgame.com,https://help.disney.com/en_US/Games/steam,
32340,http://www.lucasarts.com/,https://appsupport.disney.com/hc/en-us/articles/360000781043-About-Loom,
32350,http://www.lucasarts.com,http://help.starwars.com/,
32360,http://www.monkeyislandspecialedition.com,https://help.disney.com/en_US/Games/steam,
32370,,http://yodashelpdesk.lucasarts.com/,
32380,http://www.lucasarts.com,http://help.disney.com/en_US/Star-Wars/Steam,
32390,http://www.lucasarts.com,http://help.disney.com/en_US/Star-Wars/Steam,
32400,http://www.lucasarts.com,http://help.starwars.com/,
32410,http://www.lucasartsworkshop.com/,https://help.disney.com/en_US/Games/steam,
32420,http://www.JoinTheCloneWars.com,http://help.disney.com/en_US/Star-Wars/Steam,
32430,http://www.theforceunleashed.com,http://help.disney.com/en_US/Star-Wars/Steam,
32440,http://www.LegoStarWarsSaga.com,https://help.disney.com/en_US/Games/steam,
32450,http://www.legoindygame.com,https://help.disney.com/en_US/Games/steam,
32460,http://lol.disney.com/monkey-island-2-special-edition-lechuck-s-revenge,https://help.disney.com/en_US/Games/steam,
32470,http://www.swempireatwar.com,http://www.lucasarts.com/support/,
32500,http://www.theforceunleashed.com,http://help.disney.com/en_US/Star-Wars/Steam,
32510,http://legostarwars.com,https://help.disney.com/en_US/Games/steam,
32610,http://www.novalogic.com/,,support@quanticlab.com
32620,,,support@quanticlab.com
32630,http://www.novalogic.com/games.asp?GameKey=DF2,,support@quanticlab.com
32640,http://www.novalogic.com/games.asp?GameKey=DFLW,,support@quanticlab.com
32650,http://www.novalogic.com/games.asp?GameKey=DFTFD,,support@quanticlab.com
32660,http://www.novalogic.com/games.asp?GameKey=DFX,,support@quanticlab.com
32670,http://www.novalogic.com/games.asp?GameKey=DFBHD,,support@quanticlab.com
32680,http://www.novalogic.com/games.asp?GameKey=DFBHDTS,,support@quanticlab.com
32710,http://www.novalogic.com/games.asp?GameKey=AF3#,,
32720,http://www.novalogic.com/games.asp?GameKey=F16MRF,,
32730,http://www.novalogic.com/games.asp?GameKey=F22L3,,
32740,http://www.novalogic.com/games.asp?GameKey=MIG29F,,
32750,http://www.novalogic.com/games.asp?GameKey=C4,,
32760,http://www.novalogic.com/games.asp?GameKey=TTF,,
32770,http://www.novaworld.com,,
32900,http://www.enlight.com/re2,www.enlight.com/re2,info@enlight.com
33100,http://www.sigma-team.net/games/action/alien-shooter.html,,support@sigma-team.net
33110,http://www.sigma-team.net/games/action/alien-shooter-revisited.html,,support@sigma-team.net
33120,http://www.sigma-team.net/games/special-offers/alien-sooter-gold-pack.html,,support@sigma-team.net
33130,http://www.sigma-team.net/games/action/zombie-shooter.html,,support@sigma-team.net
33180,http://www.sigma-team.net/games/action/zombie-shooter-2.html,,support@sigma-team.net
33230,http://www.assassinscreed.com,http://support.ubi.com,
33320,http://www.princeofpersiagame.com,https://support.ubi.com/,
33390,http://www.facebook.com/zeit2,,
33460,http://www.fromdustgame.com,https://support.ubi.com/en-US/index.aspx,
33520,http://www.kalypsomedia.com/,,
33600,https://revolution.co.uk/games/the-smoking-mirror/,https://revolution.co.uk/support/,support@revolution.co.uk
33610,https://revolution.co.uk/games/the-sleeping-dragon/,https://revolution.co.uk/support/,support@revolution.co.uk
33620,http://www.crashtime-game.com,,
33660,http://www.ziroworld.com,,
33670,http://www.disciples3.com,,
33680,http://zarat.us/tra/offline-games/eversion.html,,
33770,http://www.drakensang.com/news.php?lang=en,,
33790,http://www.valusoft.com,,
33900,http://www.arma2.com,,support@bistudio.com
33930,http://www.arma2.com,http://faq.bistudio.com/arma-2-operation-arrowhead,support@bistudio.com
33950,http://www.fish-fillets.com,http://www.bistudio.com/support,support@bohemia.net
33980,http://www.centauriproduction.com,,support@bohemia.net
33990,http://www.centauriproduction.com,,support@bohemia.net
34010,http://www.alphaprotocol.com,https://support.sega.co.uk,
34030,http://store.steampowered.com/app/901162/,https://support.sega.co.uk,
34190,http://www.sega.com/sonicracing/,https://support.sega.co.uk,
34410,http://www.aspyr.com/product/info/114,,
34500,http://www.saintxi.com,http://www.saintxi.com,
34600,http://www.orderofwar.com,,
34630,http://www.massiveassault.com,,
34800,http://www.chroniclesofmysterygame.com/,,
34810,,http://www.cigames.com/en/Support,
34820,http://city-interactive.com/indexf.php?page=battle_of_britain,,
34830,http://www.sniperghostwarrior.com,http://www.cigames.com/en/Support,
34870,http://sniperghostwarrior2.com,,support@cigames.com
34900,http://www.invent4.com/rats,http://strategyfirst.com/products/support.html,
34920,http://www.invent4.com/razor2,,sup@invent4.com
35000,http://www.minininjas.com,,
35070,http://www.honeyslug.com/games/floras-fruit-farm/,,
35130,http://www.Laracroftandtheguardianoflight.com,http://support.eu.square-enix.com/main.php?la=2&amp;id=2202,
35140,http://rocksteadyltd.com/#arkham-asylum,https://community.wbgames.com/t5/Arkham-Legacy-Asylum-City/bd-p/Legacy,WBGames.Intsupport@warnerbros.com
35300,http://www.gfi.su/index1.php?langid=2&idt=99&categ_id=39&men_id=11,,
35310,http://www.gfi.su/index1.php?langid=2&amp;idt=1007&amp;categ_id=&amp;menu_id=&amp;page=Past_action,,
35320,http://russobit-m.ru/eng/insane2,,info@russobit-m.ru
35450,http://www.heroesofstalingrad.com/,http://support.tripwireinteractive.com/,
35460,http://www.theballthegame.com,,support@teotlstudios.com
35480,http://www.dwarfs-game.com/,http://forums.tripwireinteractive.com/,
35600,http://www.bigbrainwolf.com,,bigbrainwolfsupport@frimastudio.com
35700,http://www.trine-thegame.com/,,support@frozenbyte.com
35720,http://www.trine2.com/,,support@frozenbyte.com
35800,http://www.shrapnelgames.com/Digital_Eel/BP/BP_page.html,,
36000,http://sakari-indie.com/foreign_legion/,,
36300,http://www.sandlotgames.com/w5/cake_mania_main_street.html,,
36310,http://www.sandlotgames.com/w5/westward_iv.html,,
36320,http://www.sandlotgames.com/w5/iron_roses.html,,
36900,http://allaspectwarfare.com/?page_id=179,http://www.3000ad.com/support/,support@3000ad.com
36910,http://www.allaspectwarfare.com,http://www.3000ad.com/support/,support@3000ad.com
37000,http://ice-pick.com,,support@ice-pick.com
37010,http://www.ninja-blade.com/,,
37030,http://ufo.ufo-extraterrestrials.com/ ,,
37100,http://aztaka.citeremis.com/,,
37210,http://www.playfirst.com/game/chocolatier-decadence-design,http://www.bigsplashgames.com/about.php,
37220,http://www.playfirst.com/game/cookingdash,https://glumobile.helpshift.com/a/cooking-dash/?p=web,
37230,http://www.playfirst.com/game/diaper-dash,,
37240,http://www.playfirst.com/game/dinerdashhometownhero,,
37260,http://www.playfirst.com/game/emerald-city-confidential,,
37270,http://www.playfirst.com/game/wandering-willows,,
37280,http://www.playfirst.com/game/weddingdash2,,
37290,http://www.playfirst.com/game/zenerchi,,
37300,http://www.playfirst.com/game/dinertown-tycoon,,
37400,http://www.sizefivegames.com,,
37500,http://www.yullaby.com,,
37600,http://www.windosill.com,,
37700,http://www.darkestofdays.com/,,
37800,http://www.quantzgame.com,,
37960,http://www.iwin.com,,
38000,http://www.iwin.com,,
38070,http://www.iwin.com/games/coconut-queen,,
38080,http://www.iwin.com/games/build-a-lot,,
38090,http://www.iwin.com/games/build-a-lot-2,,
38100,http://www.iwin.com/games/build-a-lot-3,,
38110,http://www.iwin.com/games/build-a-lot-4,,
38120,http://www.iwin.com/games/farm-frenzy,,
38130,http://www.iwin.com/games/farm-frenzy-2,,
38140,http://www.iwin.com/games/farm-frenzy-pizza-party,,
38150,http://www.iwin.com/games/farm-frenzy-3,,
38160,http://www.iwin.com/games/farm-frenzy-3-american-pie,,
38170,http://www.iwin.com/games/cradle-of-rome,,
38180,http://www.iwin.com/games/cradle-of-persia,,
38190,http://www.iwin.com/games/romance-of-rome,,
38210,http://www.southpeakgames.com/game/Roogoo/,,
38230,,,support@toplitz-productions.com
38400,,http://bethsoft.com/en-us/contact,
38410,,http://bethsoft.com/en-us/contact,
38420,,http://bethsoft.com/en-us/contact,
38430,,http://www.interplay.com/support/support.php?id=42,
38600,http://www.subsoap.com/,,support@subsoap.com
38700,http://www.tokitori.com,http://www.twotribes.com/support,
38720,http://www.twotribes.com/rush,http://www.twotribes.com/support/,n/a
38740,http://2trib.es/edge,http://www.twotribes.com/support/,n/a
39000,http://www.nasa.gov/moonbasealpha,,
39110,http://na.square-enix.com/seasonofmystery/,http://support.na.square-enix.com/index.php,
39120,http://www.riftgame.com/?affiliateId=251,https://support.trionworlds.com,
39140,http://www.finalfantasyviipc.com,http://support.eu.square-enix.com/,
39150,http://www.ffviiipc.com/,http://support.eu.square-enix.com/main.php?la=2&amp;id=1270,
39210,http://www.finalfantasyxiv.com/,http://support.na.square-enix.com/main.php?id=5382&amp;la=1,
39500,http://www.gothic3.com/,,support@quanticlab.com
39510,http://www.piranha-bytes.com/gothic2,,support@quanticlab.com
39520,,,support@quanticlab.com
39540,http://www.spellforce.com,,support@quanticlab.com
39560,http://www.painkiller-resurrection.com,,support@quanticlab.com
39630,,,support@quanticlab.com
39640,,,support@quanticlab.com
39650,http://www.the-guild.com/,,support@quanticlab.com
39660,http://www.the-guild.com/,,support@quanticlab.com
39670,,http://www.nordicgames.at/index.php/contact,
39680,http://www.the-guild.com/,,support@quanticlab.com
39690,http://www.arcania-game.com,,support@quanticlab.com
39800,http://www.nation-red.com,http://www.nation-red.com,support@nation-red.com
39900,http://www.zooptek.net,,
40100,http://www.supremecommander.com/,http://support.eu.square-enix.com/main.php?la=2&amp;id=1261,
40200,http://sabigames.com/kids-games/itzabitza/,,
40210,http://SabiGames.com,,
40300,http://risen.deepsilver.com,helpcenter.deepsilver.com,
40320,http://www.rushforberlin.com/,,
40330,http://secretfiles.deepsilver.com,,
40340,http://secretfiles.deepsilver.com,,
40350,http://lost-horizon.deepsilver.com/,,
40380,http://naild.deepsilver.com,,techsupport@deepsilver.com
40390,http://www.risen2.com,helpcenter.deepsilver.com,
40400,http://arcengames.com/ai-war/,"http://www.arcengames.com/forums/index.php/board,3.0.html",
40420,http://arcengames.com/tidalis/,http://www.arcengames.com/forums/index.php?board=78.0,
40500,http://www.sacraboar.com ,,
40700,http://amanita-design.net/games/machinarium.html,http://amanita-design.net/contact.html,support@amanita-design.net
40720,http://amanita-design.net/games/samorost-2.html,http://amanita-design.net/contact.html,support@amanita-design.net
40930,http://www.winterbottomgame.com/,,
40950,http://www.strongholdhd.com,http://support.fireflyworlds.com,support@fireflyworlds.com
40970,http://www.strongholdcrusaderhd.com,http://support.fireflyworlds.com,support@fireflyworlds.com
40980,http://www.fireflyworlds.com/games/legends/,http://support.fireflyworlds.com,support@fireflyworlds.com
40990,,support.2k.com,
41000,http://www.croteam.com,,support@croteam.com
41070,http://www.croteam.com,,support@croteam.com
41100,http://www.koshutin.com,,
41300,http://altitudegame.com/,,
41400,http://www.dreamforgegames.com/,,
41500,http://www.torchlightgame.com,,
41660,http://www.oasisgames.com,,
41680,http://interplay.com/games/discovery.php,http://deathandthefly.blog.com/,
41700,http://cop.stalker-game.com/,http://cop.stalker-game.com/?page=support,support@gsc-game.com
41740,,,support@ice-pick.com
41800,http://www.gratuitousspacebattles.com,http://www.positech.co.uk/gratuitousspacebattles/support.html,
41900,http://www.inxile-entertainment.com/,https://inxile.zendesk.com/hc/en-us,support@inxile.net
42120,http://www.leadandgold.com,,
42140,http://hamilton.fatshark.se/,,support@fatshark.se
42170,http://www.kratergame.com/,http://forums.fatshark.se/,krater@support.fatshark.se
42210,http://www.herinteractive.com/Mystery_Games/Nancy_Drew/Secrets_Can_Kill_Remastered/pc,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
42220,https://www.herinteractive.com/shop-games/nancy-drew-the-captive-curse/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
42230,https://www.herinteractive.com/shop-games/nancy-drew-trail-of-the-twister/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
42500,http://www.dogfighter-game.com,,support@instinctengine.com
42670,http://www.singularity-game.com,,
42700,http://www.callofduty.com,http://support.activision.com/,
42890,http://www.swordofthestars.com/,,
42910,http://www.magickagame.com/,https://paradox.zendesk.com/home,support@paradoxplaza.com
42920,http://www.thekingscrusade.com/,,
42930,http://www.1cpublishing.eu/game/elven-legacy/overview,,support@1cpublishing.eu
42940,http://www.1cpublishing.eu/game/elven-legacy/overview,,support@1cpublishing.eu
42950,http://www.1cpublishing.eu/game/elven-legacy/overview,,support@1cpublishing.eu
42960,http://www.victoria2.com/,www.paradoxplaza.com/support,https://www.paradoxplaza.com/support
42980,http://www.paradoxplaza.com/,,
42990,http://www.swordofthestars.com,http://www.kerberos-productions.com/forum/viewforum.php?f=52,support@kerberos-productions.com
43000,http://www.frontmissionevolved.com,http://support.eu.square-enix.com/main.php?la=2&amp;id=1326,
43100,,https://handy-games.com/contact/,support@handy-games.com
43190,http://www.hells-reach.com/,http://www.hells-reach.com,haunted@syaweb.com
43500,http://www.mud-tv.com/,,support@kalypsomedia.com
43600,https://www.herinteractive.com/shop-games/nancy-drew-warnings-at-waverly-academy/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
44100,http://www.newstargames.com/slr.html,,
44350,http://www.gridgame.com/,,"UK, US: custservice@codemasters.com; FR: serviceclientele@codemasters.com; DE: kundendienst@codemasters.com; NE: klantenservice@codemasters.nl; ES: es.support@namcobandaipartners.com; IT: it.support@namcobandaipartners.com; PO: pomoc@cdprojekt.com"
44360,http://www.formula1-game.com,www.codemasters.com,custservices@codemasters.com
44600,http://www.raceroom.net/games/gtr-fia-gt-racing-game/,,support@simbin.com
44680,http://www.raceroom.net/games/race-injection/,,support@simbin.com
44690,http://www.simbin.com/games/gt-legends/,http://www.simbin.com/support/,
45000,http://www.solsurvivorgame.com,,
45100,https://www.facebook.com/SotMCGame,https://www.facebook.com/SotMCGame,support@artery-studios.com
45300,http://www.airwargame.com,https://support.gaijinent.com/home,
45400,http://www.fortix-game.com,,
45410,,,info@nemesys.hu
45420,,http://www.nemesys.hu/,info@nemesys.hu
45450,http://www.fortix2.com/,,
45700,,http://www.capcom.co.jp/support/contact/,
45710,http://www.darkvoidgame.com,http://www.capcom.co.jp/support/contact/,
45720,http://www.lostplanet-thegame.com/,,
45730,http://www.darkvoidzero.com/,http://www.capcom.co.jp/support/contact/,
45740,http://www.deadrising-2.com/,http://www.capcom.co.jp/support/contact/,
45750,http://www.lostplanetcommunity.com/,http://www.capcom.co.jp/support/contact/,
45760,http://www.streetfighter.com,http://www.capcom.co.jp/support/contact/,
45770,http://www.facebook.com/deadrising,http://www.capcom.co.jp/support/contact/,
46000,http://www.ludosity.com/games/bob,,
46200,http://www.1cpublishing.eu/game/a-i-m-racing,,support@1cpublishing.eu
46250,http://www.1cpublishing.eu/game/necrovision-lost-company,http://www.1cpublishing.eu/support,support@1cpublishing.eu
46260,http://www.1cpublishing.eu/game/star-wolves-3-civil-war/overview,,
46270,http://www.1cpublishing.eu/game/star-wolves/overview,,
46280,http://www.1cpublishing.eu/game/star-wolves-2/overview,,
46290,http://www.1cpublishing.eu/game/theatre-of-war/overview,http://www.1cpublishing.eu/support,support@1cpublishing.eu
46340,,,support@1cpublishing.eu
46350,http://www.real-warfare.com/,,support@1cpublishing.eu
46360,,,support@1cpublishing.eu
46370,http://www.rignroll.com/,,
46380,http://www.conflictofnations.com/,,support@1cpublishing.eu
46400,,,support@headupgames.com
46410,http://www.avencast.com,,
46440,http://www.futurewarsgame.com,,
46450,http://www.grotesque-game.com/,,support@headupgames.com
46480,,,support@microids.com
46490,,,support@microids.com
46500,,,support@microids.com
46510,,,support@microids.com
46520,http://www.wastelandangel.com,,support@meridian4.com
46540,http://www.trappeddead.com/,,support@headupgames.com
46550,,,support@microids.com
46570,,,support@headupgames.com
46600,http://www.swarmarena.com,,
46700,http://www.totemgames.ru/,,
46710,http://www.totemgames.ru/,,
46720,http://dimensity.dagger-games.com/index.php,,
46730,http://hazen.daggergames.com/,,
46740,http://www.wbmgame.com/,,info@wbmgame.com
46750,http://www.darkfallgames.co.uk/,,
46760,http://www.totemgames.ru/,,http://strategyfirst.com/products/support.html
46770,http://factusgames.com,,techsupport@factusgames.com
46790,http://www.ntronium.com/Armada2526%20Home.html,,
46830,http://www.totemgames.ru/,http://strategyfirst.com/products/support.html,
46840,http://www.totemgames.ru/,http://strategyfirst.com/products/support.html,
46850,http://www.dustdevilstudios.com/games.html,,ewall@strategyfirst.com
47120,http://www.iwin.com/games/escape-from-paradise-2,,
47130,http://www.iwin.com/games/book-of-legends,,
47400,http://www.fireflyworlds.com,http://support.fireflyworlds.com,
47410,http://www.strongholdkingdoms.com,http://support.strongholdkingdoms.com,support@strongholdkingdoms.com
47700,http://www.commandandconquer.com,,
47730,http://dragonage.bioware.com/awakening/,,
47780,http://deadspace.ea.com/,https://help.ea.com/en/dead-space/dead-space-2/,
47790,http://www.medalofhonor.com/,https://help.ea.com/,
47800,http://www.ea.com/games/risk-factions,,
47810,http://dragonage.bioware.com/dao/,,
47870,http://www.needforspeed.com,http://help.ea.com/en/contact-us/new/,
47890,http://www.thesims3.com/,https://help.ea.com/en/the-sims/the-sims-3/,
47920,http://www.needforspeed.com,,
48000,http://playdead.com/limbo,http://playdead.com/limbo/f-a-q/,support@playdead.com
48110,http://silent-hunter.us.ubi.com/silent-hunter-5/,,
48150,http://voodoodice.us.ubi.com/,,
48190,http://www.assassinscreed.com,http://support.ubi.com,
48240,http://anno.ubi.com,http://www.ubi.com/us/support/,
48700,http://www.taleworlds.com/en/Games/Warband,,
48720,http://www.taleworlds.com/en/Games/FireAndSword,,
48800,http://www.shipsim.com/,,support@paradoxplaza.com
48950,http://www.greedcorp.com,,
49300,http://www.cota-game.com/,http://nitrogames.com/,support@nitrogames.com
49320,http://www.paradoxplaza.com/games/commander-conquest-of-the-americas,,
49470,http://www.wizards.com/magic/digital/duelsoftheplaneswalkers.aspx,,
49520,http://www.borderlands2.com/,http://support.2k.com,
49600,http://www.coldbeamgames.com,http://www.coldbeamgames.com/contact.html,steve@coldbeamgames.com
49800,http://musegames.com/games/flight-of-the-icarus/,http://musegames.com,feedback@musegames.com
49810,http://musegames.com/games/creavures,,
49900,http://www.beatnikgames.com/project/plain-sight/,,
50130,http://www.mafia2game.com,http://support.2k.com/,
50300,http://www.specopstheline.com/,,
50510,http://www.p2games.co.uk/burn-zombie-burn,,
50910,http://www.bigfishgames.com/download-games/1706/professor-fizzwizzle-and-the-molten-mystery/index.html,,
50920,http://www.bigfishgames.com/download-games/3483/hidden-expedition-amazon-game/index.html,,
50930,http://www.bigfishgames.com/download-games/1658/hidden-expedition-everest/index.html,,
50940,http://www.bigfishgames.com/download-games/1073/hidden-expedition-titanic/index.html,,
50960,http://www.bigfishgames.com/download-games/726/mystery-case-files-huntsville/index.html,,
50970,http://www.bigfishgames.com/download-games/2230/mystery-case-files-madame-fate/index.html,,
50980,http://www.bigfishgames.com/download-games/918/mystery-case-files-prime-suspects/index.html,,
50990,http://www.bigfishgames.com/download-games/1305/mystery-case-files-ravenhearst/index.html,,
51000,http://www.bigfishgames.com/download-games/4294/mystery-case-files-return-to-ravenhearst/index.html,,
51010,http://www.bigfishgames.com/download-games/4460/my-tribe/index.html,https://bigfishgames.custhelp.com/app/ask,info@bigfishgames.com
51020,http://www.bigfishgames.com/download-games/4677/unwell-mel/index.html,,
51030,http://www.bigfishgames.com/download-games/1121/atlantisskypatrol/index.html,,
51060,http://www.bigfishgames.com/,https://bigfishgames.custhelp.com/app/ask/session/,info@bigfishgames.com
55000,http://www.blendogames.com/flotilla,,
55040,http://www.blendogames.com/atomzombiesmasher/,,
55100,,http://www.deepsilver.com/us/support/,techsupport@deepsilver.com
55110,http://www.redfaction.com/,,support@quanticlab.com
55140,http://www.mxvsatv.com,,support@quanticlab.com
55150,http://www.spacemarine.com/,https://support.sega.co.uk,
55230,http://www.saintsrow.com/,helpcenter.deepsilver.com,
57000,http://www.nyxquest.com,,support@overthetopgames.com
57200,http://www.puzzledimension.com,,support@puzzledimension.com
57300,http://www.amnesiagame.com,http://support.frictionalgames.com/,
57620,http://www.kalypsomedia.com/,,
57640,https://revolution.co.uk/games/the-shadow-of-the-templars/,https://revolution.co.uk/support/,support@revolution.co.uk
57650,http://www.dungeons-game.com/,,
57680,,http://www.thefirsttemplar-game.com/en/support.php,
57690,http://www.worldoftropico.com/,http://www.kalypsomedia.com/,support@kalypsomedia.com
57700,http://www.whosthatflying.com,,
57740,http://www.jaggedalliance.com,,support@quanticlab.com
57800,http://www.docclockgame.com,http://docclockgame.com/support.php,support@docclockgame.com
57900,http://www.dukenukemforever.com,http://support.2k.com/home,
58200,http://www.brawsome.com.au/JollyRover/,,
58230,http://www.macguffinscurse.com,http://www.macguffinscurse.com,contact@brawsome.com.au
58400,http://www.binarytakeover.com/,,
58520,http://www.bloodbowl-game.com,http://www.focus-home.com/index.php?rub=support,
58550,http://www.agot-genesis.com/,,
58560,http://www.runaway-thegame.com,,
58570,http://www.thenextbig-game.com/,,support@focus-home.com
58610,http://wargame-ee.com/,http://www.wargame-ee.com/forum/viewforum.php?f=113,
60340,http://mumbojumbo.com/games/LUXOR_5th_Passage,,
60350,http://www.mumbojumbo.com/games/Glowfish,,
60600,http://www.sourcestudio.ca/games.php,,
60700,http://pod.4sdk.com,,
60800,http://games.cinemax.cz/numen/,,
61100,http://www.lucidpuzzle.com/,,yeaboing@gmail.com
61310,http://www.cipherprime.com,,
61500,http://www.triumphstudios.com/ageofwonders/,,
61510,http://www.triumphstudios.com/ageofwonders/,,
61520,http://www.triumphstudios.com/ageofwonders/,,
61600,http://www.zenbound.com,,
61700,http://mightandmagic.uk.ubi.com/clashofheroes/,https://support.ubi.com/,
61730,www.crittercrunch.com,www.capybaragames.com,Support@capybaragames.com
62000,http://www.firemint.com/fchdsteam,,
62100,http://www.chimegame.com/,,
63000,http://www.hoardgame.com/,,
63110,http://www.bit-composer.com/www_en/game.aspx?gameid=67862d37-f424-48d4-aa0d-6b13879e34a4,mail@viva-media.com,
63200,http://www.mondaynightcombat.com/,,
63500,http://www.swordsandsoldiers.com,,
63610,https://cyan.com/games/,http://support.cyan.com,support@cyan.com
63650,https://cyan.com/games/,http://support.cyan.com,support@cyan.com
63660,https://cyan.com/games/,http://support.cyan.com/,support@cyan.com
63700,http://totallychoice.com/games/bittrip-beat,,
63710,http://totallychoice.com/games/bittrip-runner,,
63800,http://www.delve-deeper.com/,,
63900,http://fantasywars.1cpublishing.eu/,,
63910,http://www.kingsbountygame.com,www.1cpublishing.eu,support@1cpublishing.eu
63940,http://www.menofwargame.com/,,
63960,http://www.tow-game.com/,,
64000,http://www.menofwargame.com/assault/,,
65070,http://www.libredia.com/component/k2/item/122-ride-em-low,,support@libredia.com
65080,http://www.libredia.com/component/k2/item/116-kaptain-brawe-a-brawe-new-world,,support@libredia.com
65270,http://www.demolitioncompany-thegame.com,,
65400,www.archonclassic.com,,
65500,http://www.auragame.com,,
65530,http://www.spellforce.com,,support@quanticlab.com
65540,http://www.piranha-bytes.com/gothic1,http://www.piranha-bytes.com/gothic1/,support@quanticlab.com
65560,,,support@quanticlab.com
65600,,,support@quanticlab.com
65610,http://www.arcania-game.com/addon1,,support@quanticlab.com
65710,http://www.patmat-game.com/en/,,support@bohemia.net
65730,http://www.takeonthegame.com,,support@bohemia.net
65740,http://www.carriercommand.com,,support@bohemia.net
65780,https://www.bohemia.net/games/arma-queens-gambit,,support@bohemia.net
65790,https://www.bohemia.net/games/arma-cold-war-assault/,,support@bohemia.net
65800,http://dungeondefenders.com/,https://chromatic.zendesk.com,https://chromatic.zendesk.com
65930,http://thebureau-game.com,http://support.2k.com,
